File Name,NO.,NAME,Validation Link
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=0&page=0
hou.pdf,1,Ibrahim Aliyu,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=1&page=0
hou.pdf,2,Stephen Annor Gyamfi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=2&page=0
hou.pdf,3,Latif Blessing,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=3&page=0
hou.pdf,4,Sebastian Kowalczyk,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=4&page=0
hou.pdf,5,Micael,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=5&page=0
hou.pdf,6,Nelson Quiñones,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=6&page=0
hou.pdf,7,Erik Sviatchenko,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=7&page=0
hou.pdf,8,Ousmane Sylla,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=8&page=0
hou.pdf,9,Jefferson Valverde*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=9&page=0
hou.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=10&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=11&page=0
hou.pdf,1,Sebastián Ferreira^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=12&page=0
hou.pdf,2,Héctor Herrera^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=13&page=0
hou.pdf,3,Erik Sviatchenko,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=14&page=0
hou.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=15&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=16&page=0
hou.pdf,1,Ibrahim Aliyu,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=17&page=0
hou.pdf,2,Nelson Quiñones*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=18&page=0
hou.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=19&page=0
hou.pdf,,SEASON-ENDING INJURY LIST,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=20&page=0
hou.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=21&page=0
hou.pdf,1,Nelson Quiñones,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=6730ec290e60c3ff_8294f9a3a7ae3c59&schid=8006&row=22&page=0
lafc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=0&page=0
lafc.pdf,1,Tomás Ángel,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=1&page=0
lafc.pdf,2,Eduard Atuesta,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=2&page=0
lafc.pdf,3,Stipe Biuk*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=3&page=0
lafc.pdf,4,Mateusz Bogusz,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=4&page=0
lafc.pdf,5,Dénis Bouanga,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=5&page=0
lafc.pdf,6,Omar Campos,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=6&page=0
lafc.pdf,7,Lorenzo Dellavalle*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=7&page=0
lafc.pdf,8,Mamadou Fall*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=8&page=0
lafc.pdf,9,Mario González*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=9&page=0
lafc.pdf,10,Hugo Lloris,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=10&page=0
lafc.pdf,11,David Martínez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=11&page=0
lafc.pdf,12,Cristian Olivera,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=12&page=0
lafc.pdf,13,Sergi Palencia,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=13&page=0
lafc.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=14&page=0
lafc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=15&page=0
lafc.pdf,1,Eduard Atuesta,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=16&page=0
lafc.pdf,2,Dénis Bouanga^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=17&page=0
lafc.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=18&page=0
lafc.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=19&page=0
lafc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=20&page=0
lafc.pdf,1,Stipe Biuk*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=21&page=0
lafc.pdf,2,Omar Campos,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=22&page=0
lafc.pdf,3,David Martínez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=23&page=0
lafc.pdf,4,Cristian Olivera,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=24&page=0
lafc.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=25&page=0
lafc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=26&page=0
lafc.pdf,1,Stipe Biuk,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=27&page=0
lafc.pdf,2,Mamadou Fall,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=28&page=0
lafc.pdf,3,Francisco Ginella,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=29&page=0
lafc.pdf,4,Lorenzo Dellavalle,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=30&page=0
lafc.pdf,5,Mario González,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=31&page=0
lafc.pdf,,SEASON-ENDING INJURY LIST,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=32&page=0
lafc.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=33&page=0
lafc.pdf,1,Lorenzo Dellavalle,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=cdcb1254aa151b6c_8294f9a3a7ae3c59&schid=8006&row=34&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=0&page=0
mia.pdf,1,Jordi Alba,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=1&page=0
mia.pdf,2,Tomás Avilés,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=2&page=0
mia.pdf,3,Yannick Bright,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=3&page=0
mia.pdf,4,Sergio Busquets,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=4&page=0
mia.pdf,5,Facundo Farías*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=5&page=0
mia.pdf,,Nicolás Freire,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=6&page=0
mia.pdf,670,Diego Gómez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=7&page=0
mia.pdf,8,Lionel Messi,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=8&page=0
mia.pdf,9,Federico Redondo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=9&page=0
mia.pdf,10,Matías Rojas,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=10&page=0
mia.pdf,11,Luis Suárez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=11&page=0
mia.pdf,12,Marcelo Weigandt,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=12&page=0
mia.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=13&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=14&page=0
mia.pdf,1,Sergio Busquets^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=15&page=0
mia.pdf,2,Leonardo Campana,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=16&page=0
mia.pdf,3,Lionel Messi^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=17&page=0
mia.pdf,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=18&page=0
mia.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=19&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=20&page=0
mia.pdf,1 2,Tomás Avilés Facundo Farías*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=21&page=0
mia.pdf,3,Diego Gómez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=22&page=0
mia.pdf,4,Federico Redondo,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=23&page=0
mia.pdf,5,Emerson Rodríguez*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=24&page=0
mia.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=25&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=26&page=0
mia.pdf,1,Edison Azcona,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=27&page=0
mia.pdf,2,Emerson Rodríguez,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=28&page=0
mia.pdf,,SEASON-ENDING INJURY LIST,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=29&page=0
mia.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=30&page=0
mia.pdf,1,Facundo Farías,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=31&page=0
mia.pdf,,NOTES *Indicates player is currently,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=32&page=0
mia.pdf,,"roster/international spot relief, but not",https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=33&page=0
mia.pdf,less,otherwise determined pursuant,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=34&page=0
mia.pdf,,^Player can not be converted from a,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=e8554521fd1bfac_8294f9a3a7ae3c59&schid=8006&row=35&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=0&page=0
min.pdf,1,Hugo Bacharach,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=1&page=0
min.pdf,2,Alejandro Bran,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=2&page=0
min.pdf,3,Ethan Bristow*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=3&page=0
min.pdf,4,Morris Duggan*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=4&page=0
min.pdf,5,Victor Eriksson,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=5&page=0
min.pdf,6,Sang Bin Jeong,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=6&page=0
min.pdf,7,Mikael Marques*,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=7&page=0
min.pdf,8,Teemu Pukki,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=8&page=0
min.pdf,9,Emanuel Reynoso,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=9&page=0
min.pdf,10,Miguel Tapias,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=10&page=0
min.pdf,,DESIGNATED PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=11&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=12&page=0
min.pdf,1,Robin Lod,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=13&page=0
min.pdf,2,Teemu Pukki^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=14&page=0
min.pdf,3,Emanuel Reynoso^,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=15&page=0
min.pdf,U22,INITIATIVE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=16&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=17&page=0
min.pdf,1,Bongokuhle Hlongwane,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=18&page=0
min.pdf,2,Sang Bin Jeong,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=19&page=0
min.pdf,3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=20&page=0
min.pdf,,UNAVAILABLE PLAYERS,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=21&page=0
min.pdf,NO.,NAME,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=22&page=0
min.pdf,1,Ethan Bristow,https://journaliststudio.google.com/pinpoint-extract/preview?collection=8294f9a3a7ae3c59&job=fe75618aad97d0bd&docid=96b2ced9a0ce3836_8294f9a3a7ae3c59&schid=8006&row=23&page=0
